Title,rating,nor,link
Coconut Breeze,4.2,537,https://www.google.com/maps/place/Coconut+Breeze/data=!4m6!3m5!1s0x882b3e254c92c133:0x281c9bb8721e874c!8m2!3d43.6811602!4d-79.72934!16s%2Fg%2F11bx4bj3sc?authuser=0&hl=en&rclk=1
Warraich Meats,3.3,526,https://www.google.com/maps/place/Warraich+Meats/data=!4m6!3m5!1s0x882b1565de035fb9:0x5f0c5a4cc6dab392!8m2!3d43.6589639!4d-79.7497147!16s%2Fg%2F1tmcmw9n?authuser=0&hl=en&rclk=1
Tandoori Masala,3.3,514,https://www.google.com/maps/place/Tandoori+Masala/data=!4m6!3m5!1s0x882b3d3b1655fb3b:0x7341ba638f8f500a!8m2!3d43.7473509!4d-79.714285!16s%2Fg%2F11f9zsfy1_?authuser=0&hl=en&rclk=1
The Vintage Punjab,3.8,510,https://www.google.com/maps/place/The+Vintage+Punjab/data=!4m6!3m5!1s0x882b3d1c31f3ed9b:0xc8152f6208379018!8m2!3d43.7379752!4d-79.7007402!16s%2Fg%2F11fhwfj9qz?authuser=0&hl=en&rclk=1
Sanjhi Rasoi,3.6,508,https://www.google.com/maps/place/Sanjhi+Rasoi/data=!4m6!3m5!1s0x882b3c24b4c2b43d:0x4a4cfab4e0a17a44!8m2!3d43.7151882!4d-79.6777442!16s%2Fg%2F1hc1cdp9g?authuser=0&hl=en&rclk=1
Mehfill Indian Cuisine (Brampton),4.5,504,https://www.google.com/maps/place/Mehfill+Indian+Cuisine+(Brampton)/data=!4m6!3m5!1s0x882b1529159617fb:0x485205d85cdc6fc0!8m2!3d43.6849646!4d-79.7459899!16s%2Fg%2F11mw73506s?authuser=0&hl=en&rclk=1
Popular Pizza,3.7,479,https://www.google.com/maps/place/Popular+Pizza/data=!4m6!3m5!1s0x882b167dcc989cb5:0x6d2d42f1c8dc42c0!8m2!3d43.720165!4d-79.781757!16s%2Fg%2F11b7trlqw7?authuser=0&hl=en&rclk=1
Bombay Bhel Restaurant,4.0,477,https://www.google.com/maps/place/Bombay+Bhel+Restaurant/data=!4m6!3m5!1s0x882b6a783c7147a1:0xd3fbb13aa293f12e!8m2!3d43.5862505!4d-79.741152!16s%2Fg%2F1vfzft71?authuser=0&hl=en&rclk=1
Mumbai Express,3.8,476,https://www.google.com/maps/place/Mumbai+Express/data=!4m6!3m5!1s0x89d4d131b3d4b605:0x6cc4686b2e682c06!8m2!3d43.7662321!4d-79.2816641!16s%2Fg%2F11h6gbx906?authuser=0&hl=en&rclk=1
Agra Sweets & Tandoori,3.3,470,https://www.google.com/maps/place/Agra+Sweets+%26+Tandoori/data=!4m6!3m5!1s0x882b147345f403c7:0xfd985245c6df680c!8m2!3d43.6990549!4d-79.8226349!16s%2Fg%2F11btm3ffdj?authuser=0&hl=en&rclk=1
Infinity Indian Cuisine,4.1,469,https://www.google.com/maps/place/Infinity+Indian+Cuisine/data=!4m6!3m5!1s0x882b199e03496d61:0x7863e5b2545deaa5!8m2!3d43.7936819!4d-79.7627045!16s%2Fg%2F11g2pwy6sl?authuser=0&hl=en&rclk=1
Royal India Sweets & Restaurant,3.9,467,https://www.google.com/maps/place/Royal+India+Sweets+%26+Restaurant/data=!4m6!3m5!1s0x882b3e20d485d1c7:0xbb05c8864efdc723!8m2!3d43.6865845!4d-79.7366867!16s%2Fg%2F1tfbtj0r?authuser=0&hl=en&rclk=1
Chat Hut Sweets & Restaurant,3.4,456,https://www.google.com/maps/place/Chat+Hut+Sweets+%26+Restaurant/data=!4m6!3m5!1s0x882b3f9f445075c7:0xb86a9e9ff21fd7f7!8m2!3d43.6634875!4d-79.7309424!16s%2Fg%2F11jbn2t17y?authuser=0&hl=en&rclk=1
Dixie Sweets & Restaurant,3.7,452,https://www.google.com/maps/place/Dixie+Sweets+%26+Restaurant/data=!4m6!3m5!1s0x882b1638295152c7:0xa97d504d1a4e1ab8!8m2!3d43.7402508!4d-79.7596016!16s%2Fg%2F1th0njjn?authuser=0&hl=en&rclk=1
Amritsari Dhaba,3.8,420,https://www.google.com/maps/place/Amritsari+Dhaba/data=!4m6!3m5!1s0x882b3f34337ea96b:0xf35273273889b4f3!8m2!3d43.6813573!4d-79.7294937!16s%2Fg%2F11j1brgn54?authuser=0&hl=en&rclk=1
Chung’s Caribbean Hut,4.5,417,https://www.google.com/maps/place/Chung%E2%80%99s+Caribbean+Hut/data=!4m6!3m5!1s0x882b15fe4db7af8f:0xb751d836e2db2d64!8m2!3d43.7070965!4d-79.7877148!16s%2Fg%2F11g10hk0x_?authuser=0&hl=en&rclk=1
Dosa Den,4.6,411,https://www.google.com/maps/place/Dosa+Den/data=!4m6!3m5!1s0x882b15ce88fe64cf:0x1a6e9d3bfbef3496!8m2!3d43.7035092!4d-79.7845899!16s%2Fg%2F11rggq777x?authuser=0&hl=en&rclk=1
Shake & Grill,4.5,402,https://www.google.com/maps/place/Shake+%26+Grill/data=!4m6!3m5!1s0x882b15529e4bf3e9:0x1bd0726b9d3f5aa5!8m2!3d43.6881678!4d-79.804779!16s%2Fg%2F11lfgwh8h0?authuser=0&hl=en&rclk=1
Yarl Dosa Corner Restaurant,4.0,395,https://www.google.com/maps/place/Yarl+Dosa+Corner+Restaurant/data=!4m6!3m5!1s0x882b158a62ff0333:0xf392349bdea4ed38!8m2!3d43.6886572!4d-79.7409075!16s%2Fg%2F1tfwqlq1?authuser=0&hl=en&rclk=1
Muffin's Indian Sweets & Restaurant,5.0,394,https://www.google.com/maps/place/Muffin's+Indian+Sweets+%26+Restaurant/data=!4m6!3m5!1s0x882b3d82e2e5549f:0xad10ca3c09b0967d!8m2!3d43.7674726!4d-79.6576223!16s%2Fg%2F11rv1pthzz?authuser=0&hl=en&rclk=1
The Flavours Brampton,3.8,391,https://www.google.com/maps/place/The+Flavours+Brampton/data=!4m6!3m5!1s0x882b1570e83676e7:0xcf38eab50eac6b00!8m2!3d43.6959324!4d-79.7998468!16s%2Fg%2F11fl9cx9mv?authuser=0&hl=en&rclk=1
Mysore Darshini,4.3,386,https://www.google.com/maps/place/Mysore+Darshini/data=!4m6!3m5!1s0x882b3b513f1df089:0x25065278d7875230!8m2!3d43.7329296!4d-79.6348588!16s%2Fg%2F11gyb31wgm?authuser=0&hl=en&rclk=1
Vishnu's Doubles & Roti Shop,4.4,379,https://www.google.com/maps/place/Vishnu's+Doubles+%26+Roti+Shop/data=!4m6!3m5!1s0x882b167dcca20d9b:0x88703326a8feb570!8m2!3d43.7205353!4d-79.7822384!16s%2Fg%2F1tf4fnt3?authuser=0&hl=en&rclk=1
Delhihub restaurant -Tiffin Service Brampton | Best Indian Restaurant |Corporate Catering Brampton | Indian Caterer Brampton,3.9,376,https://www.google.com/maps/place/Delhihub+restaurant+-Tiffin+Service+Brampton+%7C+Best+Indian+Restaurant+%7CCorporate+Catering+Brampton+%7C+Indian+Caterer+Brampton/data=!4m6!3m5!1s0x882b15398ad58739:0x1522d67dbbb23a08!8m2!3d43.6765802!4d-79.7466073!16s%2Fg%2F11nmjnt89y?authuser=0&hl=en&rclk=1
"The Spice Route, Brampton,ON,Canada",3.9,372,"https://www.google.com/maps/place/The+Spice+Route,+Brampton,ON,Canada/data=!4m6!3m5!1s0x882b3d987fd8415f:0x19b2d1f832bc407!8m2!3d43.7379317!4d-79.700765!16s%2Fg%2F11j64j8vk5?authuser=0&hl=en&rclk=1"
Spartan Pita & Grill,4.2,371,https://www.google.com/maps/place/Spartan+Pita+%26+Grill/data=!4m6!3m5!1s0x882b1443f4ed2491:0x364ba57936a4ea6e!8m2!3d43.6913889!4d-79.8022222!16s%2Fg%2F1pzwj_f6x?authuser=0&hl=en&rclk=1
Friends Sweet Restaurant,3.3,359,https://www.google.com/maps/place/Friends+Sweet+Restaurant/data=!4m6!3m5!1s0x882b16188740707f:0x8ef7ca8942adea41!8m2!3d43.7296326!4d-79.7492898!16s%2Fg%2F1th5_f6j?authuser=0&hl=en&rclk=1
Patiala House Indian Restaurant,3.8,357,https://www.google.com/maps/place/Patiala+House+Indian+Restaurant/data=!4m6!3m5!1s0x882b6ba90c43c50f:0xed1e47e520f1cee4!8m2!3d43.6600409!4d-79.8135216!16s%2Fg%2F11g4gd6mpk?authuser=0&hl=en&rclk=1
Tandoori Boys,4.4,354,https://www.google.com/maps/place/Tandoori+Boys/data=!4m6!3m5!1s0x882b3f2b7630a5e7:0xdaec3ffc73b0f3d9!8m2!3d43.6981573!4d-79.656952!16s%2Fg%2F11mqn756f1?authuser=0&hl=en&rclk=1
BarBQ Kitchen,4.6,341,https://www.google.com/maps/place/BarBQ+Kitchen/data=!4m6!3m5!1s0x882b1718265301a9:0xc4cb67ed66a1b22e!8m2!3d43.7463073!4d-79.7458146!16s%2Fg%2F11fvln8z3h?authuser=0&hl=en&rclk=1
Punjabi Tadka,3.7,338,https://www.google.com/maps/place/Punjabi+Tadka/data=!4m6!3m5!1s0x882b17dcf9e528f1:0x349fa6b2e92e9afe!8m2!3d43.7646611!4d-79.7484194!16s%2Fg%2F11btmqb8nz?authuser=0&hl=en&rclk=1
Lally's Sweets & Tandoori Restaurant,3.2,335,https://www.google.com/maps/place/Lally's+Sweets+%26+Tandoori+Restaurant/data=!4m6!3m5!1s0x882b3fe0c3b3d169:0x906266c19ca92508!8m2!3d43.6505093!4d-79.7345936!16s%2Fg%2F1v44flxl?authuser=0&hl=en&rclk=1
Bangalore Biriyani Take-out & Catering,4.2,324,https://www.google.com/maps/place/Bangalore+Biriyani+Take-out+%26+Catering/data=!4m6!3m5!1s0x882b3e20d485d1c7:0xe13935da69d40ccd!8m2!3d43.686862!4d-79.7364378!16s%2Fg%2F1tffdv4l?authuser=0&hl=en&rclk=1
Tandoori Grill Meat Shop,3.2,319,https://www.google.com/maps/place/Tandoori+Grill+Meat+Shop/data=!4m6!3m5!1s0x882b146f0d660639:0xa716f0c6a51f2350!8m2!3d43.6900984!4d-79.8149898!16s%2Fg%2F11f1mtq02s?authuser=0&hl=en&rclk=1
Minar Fine Indian Cuisine,3.7,308,https://www.google.com/maps/place/Minar+Fine+Indian+Cuisine/data=!4m6!3m5!1s0x882b3e73574fec93:0x7585611bd9ed7946!8m2!3d43.7006951!4d-79.7137826!16s%2Fg%2F1tfry3cg?authuser=0&hl=en&rclk=1
Rajdhani Express,3.2,303,https://www.google.com/maps/place/Rajdhani+Express/data=!4m6!3m5!1s0x882b3faa3201bbf3:0x24d43d12bcf96ad9!8m2!3d43.6658933!4d-79.738158!16s%2Fg%2F11f8jxcjzx?authuser=0&hl=en&rclk=1
"Junction - Indian Street Food, Paan, Falooda & More",4.6,301,"https://www.google.com/maps/place/Junction+-+Indian+Street+Food,+Paan,+Falooda+%26+More/data=!4m6!3m5!1s0x882b3f1d22775fe3:0x63752154287c2f6e!8m2!3d43.6629213!4d-79.727773!16s%2Fg%2F11rgcf5dss?authuser=0&hl=en&rclk=1"
The Adda,4.4,286,https://www.google.com/maps/place/The+Adda/data=!4m6!3m5!1s0x882b3d17445fe229:0x3c92c0dca00a2095!8m2!3d43.7113354!4d-79.6800853!16s%2Fg%2F11fqxhq0l3?authuser=0&hl=en&rclk=1
Tazah Taste,4.1,281,https://www.google.com/maps/place/Tazah+Taste/data=!4m6!3m5!1s0x882b3d43d878e055:0xdb65fc5937ab7553!8m2!3d43.713539!4d-79.6773109!16s%2Fg%2F11gntvkzt1?authuser=0&hl=en&rclk=1
Keshav Foods,3.8,267,https://www.google.com/maps/place/Keshav+Foods/data=!4m6!3m5!1s0x882b1439a46c4783:0x80cdb2a741c9633d!8m2!3d43.6752987!4d-79.7684453!16s%2Fg%2F1tf43lft?authuser=0&hl=en&rclk=1
Chalo Tandoori Hut,3.1,259,https://www.google.com/maps/place/Chalo+Tandoori+Hut/data=!4m6!3m5!1s0x882b17535cc247cf:0xe55644435f8f7142!8m2!3d43.7465411!4d-79.7463522!16s%2Fg%2F11ph3nxfc4?authuser=0&hl=en&rclk=1
Tandoori Grill Meat/chicken Shop,3.5,253,https://www.google.com/maps/place/Tandoori+Grill+Meat%2Fchicken+Shop/data=!4m6!3m5!1s0x882b153e06558385:0x600404dbcdd7f756!8m2!3d43.6553973!4d-79.7677136!16s%2Fg%2F11cn771gh9?authuser=0&hl=en&rclk=1
Caribbean Authentic Restaurant,4.5,249,https://www.google.com/maps/place/Caribbean+Authentic+Restaurant/data=!4m6!3m5!1s0x882b3f72d37f61a7:0x4c1baa036e8d6d85!8m2!3d43.6484789!4d-79.6860652!16s%2Fg%2F11bbrkgrzs?authuser=0&hl=en&rclk=1
Dosa Boyz,4.2,248,https://www.google.com/maps/place/Dosa+Boyz/data=!4m6!3m5!1s0x882b3fb0b4285825:0xd671b4a54c07df0f!8m2!3d43.6789985!4d-79.7209758!16s%2Fg%2F11rhznby1_?authuser=0&hl=en&rclk=1
Khazana Toronto,4.1,243,https://www.google.com/maps/place/Khazana+Toronto/data=!4m6!3m5!1s0x89d4cb13d0c34ddf:0x280d127a0eb0c05!8m2!3d43.6552067!4d-79.3800906!16s%2Fg%2F11rxwfrjwb?authuser=0&hl=en&rclk=1
Bombay Blue Indian & Hakka Cuisine,4.8,243,https://www.google.com/maps/place/Bombay+Blue+Indian+%26+Hakka+Cuisine/data=!4m6!3m5!1s0x882b150327e5a94d:0x4c2bfdf1d82b74d3!8m2!3d43.6918077!4d-79.754148!16s%2Fg%2F11ry2yg8nx?authuser=0&hl=en&rclk=1
Rajdhani Express Bramalea City Centre (BCC),3.2,242,https://www.google.com/maps/place/Rajdhani+Express+Bramalea+City+Centre+(BCC)/data=!4m6!3m5!1s0x882b3d0b76c6d3c7:0x76fa08dfd6dff2b5!8m2!3d43.7153467!4d-79.723659!16s%2Fg%2F11h_8t0vzr?authuser=0&hl=en&rclk=1
Tandoori grill meat shop,3.9,240,https://www.google.com/maps/place/Tandoori+grill+meat+shop/data=!4m6!3m5!1s0x882b3d2b46c21995:0x8dfb691833e62a9a!8m2!3d43.7820394!4d-79.699323!16s%2Fg%2F11gbxb81h4?authuser=0&hl=en&rclk=1
Warraich Meats Van Kirk Dr. & Mayfield Rd.,3.5,239,https://www.google.com/maps/place/Warraich+Meats+Van+Kirk+Dr.+%26+Mayfield+Rd./data=!4m6!3m5!1s0x882b11531997022d:0x21b14e85f80ac9a1!8m2!3d43.7258659!4d-79.8315709!16s%2Fg%2F1hc5gmlfg?authuser=0&hl=en&rclk=1
Punjabi Chaap Corner Brampton,4.1,237,https://www.google.com/maps/place/Punjabi+Chaap+Corner+Brampton/data=!4m6!3m5!1s0x882b3f9910b656d1:0xd68dc9a5a652e357!8m2!3d43.6929906!4d-79.7683573!16s%2Fg%2F11pqbmz9yd?authuser=0&hl=en&rclk=1
Masala Hut,4.4,231,https://www.google.com/maps/place/Masala+Hut/data=!4m6!3m5!1s0x882b3fec1a6eb19f:0xfd4b2286f84d6a99!8m2!3d43.6820221!4d-79.7302602!16s%2Fg%2F11fk55985w?authuser=0&hl=en&rclk=1
NawabSaab,4.2,226,https://www.google.com/maps/place/NawabSaab/data=!4m6!3m5!1s0x882b17fc18499017:0x8f17534b0a3858be!8m2!3d43.7274834!4d-79.7974006!16s%2Fg%2F11p77t5_sv?authuser=0&hl=en&rclk=1
Roti Time,3.7,225,https://www.google.com/maps/place/Roti+Time/data=!4m6!3m5!1s0x882b36960089cb0f:0x3bdfdf2e143b3492!8m2!3d43.6682822!4d-79.4872306!16s%2Fg%2F1hc1yrjks?authuser=0&hl=en&rclk=1
"Sai Sweets and Restaurant, Pure Vegetarian Restaurant",4.0,213,"https://www.google.com/maps/place/Sai+Sweets+and+Restaurant,+Pure+Vegetarian+Restaurant/data=!4m6!3m5!1s0x882b3fbf69771115:0x64da1c4c2d919200!8m2!3d43.6634211!4d-79.7320006!16s%2Fg%2F11h_k03qys?authuser=0&hl=en&rclk=1"
Kang's Dhaba & Pizza,3.6,209,https://www.google.com/maps/place/Kang's+Dhaba+%26+Pizza/data=!4m6!3m5!1s0x882b15ede9c62863:0x9c5da9eb6cb5ad50!8m2!3d43.6727124!4d-79.8213368!16s%2Fg%2F11kgvqwnb6?authuser=0&hl=en&rclk=1
"Namaste Tandoori Restaurant, Fish & Chips",4.1,207,"https://www.google.com/maps/place/Namaste+Tandoori+Restaurant,+Fish+%26+Chips/data=!4m6!3m5!1s0x882b41a9ef29fb73:0xdf29802c806fe53!8m2!3d43.5868848!4d-79.6960464!16s%2Fg%2F11cnsfsphd?authuser=0&hl=en&rclk=1"
ROYAL MEAT SHOP,3.9,200,https://www.google.com/maps/place/ROYAL+MEAT+SHOP/data=!4m6!3m5!1s0x882b1466b5b4d655:0xc7b69004330e95af!8m2!3d43.683979!4d-79.81165!16s%2Fg%2F11f00kt8xc?authuser=0&hl=en&rclk=1
Amaya Express Bramalea City Center,3.3,194,https://www.google.com/maps/place/Amaya+Express+Bramalea+City+Center/data=!4m6!3m5!1s0x882b3de6ebf0598b:0xecdf78ae734e14a6!8m2!3d43.715073!4d-79.72146!16s%2Fg%2F11cm3rctyf?authuser=0&hl=en&rclk=1
Grand Taj - Fine Indian Cuisine,4.1,193,https://www.google.com/maps/place/Grand+Taj+-+Fine+Indian+Cuisine/data=!4m6!3m5!1s0x882b3d7aeed11501:0xfe65d681cce14dc5!8m2!3d43.7491372!4d-79.6985733!16s%2Fg%2F11j3wggt27?authuser=0&hl=en&rclk=1
Indian Delights,4.1,185,https://www.google.com/maps/place/Indian+Delights/data=!4m6!3m5!1s0x882b17041c42b107:0x1cf8db35b1a104f2!8m2!3d43.7361214!4d-79.8229386!16s%2Fg%2F11j1z7brd9?authuser=0&hl=en&rclk=1
Brampton Roti Shop,4.3,182,https://www.google.com/maps/place/Brampton+Roti+Shop/data=!4m6!3m5!1s0x882b158a62ff0333:0x4b094db64df1e9b9!8m2!3d43.688365!4d-79.7406294!16s%2Fg%2F1tfjwxqj?authuser=0&hl=en&rclk=1
OnlineThali.com,3.7,175,https://www.google.com/maps/place/OnlineThali.com/data=!4m6!3m5!1s0x882b17b4e182a42b:0x2356b5445207cb17!8m2!3d43.763159!4d-79.7700829!16s%2Fg%2F11fs6ql875?authuser=0&hl=en&rclk=1
Maya's South Indian & Sri Lankan Cuisine,3.8,175,https://www.google.com/maps/place/Maya's+South+Indian+%26+Sri+Lankan+Cuisine/data=!4m6!3m5!1s0x882b156ed8e36579:0x5bf58889502b3eb!8m2!3d43.7006562!4d-79.7415399!16s%2Fg%2F11qspc8thy?authuser=0&hl=en&rclk=1
Namaskar Food & Take Out Restaurant,3.8,167,https://www.google.com/maps/place/Namaskar+Food+%26+Take+Out+Restaurant/data=!4m6!3m5!1s0x882b159efa46ee4b:0xd88931f3ebfb16c2!8m2!3d43.6867027!4d-79.8068237!16s%2Fg%2F11hzjq7pqv?authuser=0&hl=en&rclk=1
Angeethi Asli Dhaba,3.9,158,https://www.google.com/maps/place/Angeethi+Asli+Dhaba/data=!4m6!3m5!1s0x882b15a1e002fbe1:0x5c7ec0215c129514!8m2!3d43.6785081!4d-79.7625865!16s%2Fg%2F11g8_kfnfw?authuser=0&hl=en&rclk=1
Asian Hakka Chinese & Indian Restaurant,4.4,158,https://www.google.com/maps/place/Asian+Hakka+Chinese+%26+Indian+Restaurant/data=!4m6!3m5!1s0x882b152c40b936df:0xb6530eae596c2f8d!8m2!3d43.6709089!4d-79.7774919!16s%2Fg%2F11pbbl7ln8?authuser=0&hl=en&rclk=1
Rangla Punjab,3.4,154,https://www.google.com/maps/place/Rangla+Punjab/data=!4m6!3m5!1s0x882b3d27ddf1aa1f:0xfa18c58360cd317b!8m2!3d43.7452417!4d-79.7196966!16s%2Fg%2F11hzpnh04r?authuser=0&hl=en&rclk=1
Fyah Side Jamaican Grill,3.8,150,https://www.google.com/maps/place/Fyah+Side+Jamaican+Grill/data=!4m6!3m5!1s0x882b14614dbc3a8f:0xe35b7a81c6f49319!8m2!3d43.6842971!4d-79.8128385!16s%2Fg%2F11f3zg78j4?authuser=0&hl=en&rclk=1
Juniors Jamaican Joint,4.2,150,https://www.google.com/maps/place/Juniors+Jamaican+Joint/data=!4m6!3m5!1s0x882b146e3d3e1d35:0x84fc41e40bd3a9b1!8m2!3d43.6925506!4d-79.817319!16s%2Fg%2F11f3wsfvr1?authuser=0&hl=en&rclk=1
Gem's Jerk,2.9,143,https://www.google.com/maps/place/Gem's+Jerk/data=!4m6!3m5!1s0x882b3d6b998c8ad7:0xf865aa601c380db5!8m2!3d43.7622621!4d-79.7228459!16s%2Fg%2F1tc_x71_?authuser=0&hl=en&rclk=1
Heritage India Restaurant,4.5,140,https://www.google.com/maps/place/Heritage+India+Restaurant/data=!4m6!3m5!1s0x882b152159985ccf:0x5a3a0276d01ec0b5!8m2!3d43.6976023!4d-79.776149!16s%2Fg%2F11spvvb2pf?authuser=0&hl=en&rclk=1
Bayleaf Indian Kitchen,4.5,138,https://www.google.com/maps/place/Bayleaf+Indian+Kitchen/data=!4m6!3m5!1s0x882b3d831fa59cbf:0xfc8f14315fba4813!8m2!3d43.7820827!4d-79.69945!16s%2Fg%2F11ptmk9czx?authuser=0&hl=en&rclk=1
Sunrise Caribbean Restaurant,2.8,134,https://www.google.com/maps/place/Sunrise+Caribbean+Restaurant/data=!4m6!3m5!1s0x882b3daafbe72535:0x586ff8cc4482c24b!8m2!3d43.7423597!4d-79.6990528!16s%2Fg%2F11c7hf32_w?authuser=0&hl=en&rclk=1
Real Punjabi Taste,3.4,132,https://www.google.com/maps/place/Real+Punjabi+Taste/data=!4m6!3m5!1s0x882b159e79f8097f:0x1136bec52fbce186!8m2!3d43.6757006!4d-79.7688177!16s%2Fg%2F11fhsrx6d3?authuser=0&hl=en&rclk=1
Caribbean Heat Take Out Express Brampton,3.5,128,https://www.google.com/maps/place/Caribbean+Heat+Take+Out+Express+Brampton/data=!4m6!3m5!1s0x882b168e350e20fd:0xbf3dae65a4a63ab5!8m2!3d43.7280858!4d-79.7966118!16s%2Fg%2F11b5qhkh62?authuser=0&hl=en&rclk=1
𝐋𝐎𝐕𝐄 𝐓𝐀𝐍𝐃𝐎𝐎𝐑𝐈,4.1,116,https://www.google.com/maps/place/%F0%9D%90%8B%F0%9D%90%8E%F0%9D%90%95%F0%9D%90%84+%F0%9D%90%93%F0%9D%90%80%F0%9D%90%8D%F0%9D%90%83%F0%9D%90%8E%F0%9D%90%8E%F0%9D%90%91%F0%9D%90%88/data=!4m6!3m5!1s0x882b3f143adb3039:0xbe60776d72af2d8!8m2!3d43.6863954!4d-79.7364444!16s%2Fg%2F11hz2knjwt?authuser=0&hl=en&rclk=1
Tandoori Dhaba,4.2,116,https://www.google.com/maps/place/Tandoori+Dhaba/data=!4m6!3m5!1s0x882b3f6825cf0b1f:0x83665ec6379dfe20!8m2!3d43.6850051!4d-79.716629!16s%2Fg%2F11fv4flqmg?authuser=0&hl=en&rclk=1
Garcha Bros Meat Shop & Poultry,3.7,109,https://www.google.com/maps/place/Garcha+Bros+Meat+Shop+%26+Poultry/data=!4m6!3m5!1s0x882b17d9db61e2f5:0x3f16a3c2898c184e!8m2!3d43.7298982!4d-79.7486869!16s%2Fg%2F11jrbwbfm3?authuser=0&hl=en&rclk=1
Suvvai,5.0,106,https://www.google.com/maps/place/Suvvai/data=!4m6!3m5!1s0x882b15adda073b91:0xa4ea4a589a1203b9!8m2!3d43.6965349!4d-79.7440256!16s%2Fg%2F11rwrlkcb8?authuser=0&hl=en&rclk=1
Sockan Cafe,4.1,102,https://www.google.com/maps/place/Sockan+Cafe/data=!4m6!3m5!1s0x882b17dc6043a139:0x8e6352e1cf7f2482!8m2!3d43.764547!4d-79.74828!16s%2Fg%2F11csrg67qk?authuser=0&hl=en&rclk=1
Rangeela paan (The Indian street food),4.3,97,https://www.google.com/maps/place/Rangeela+paan+(The+Indian+street+food)/data=!4m6!3m5!1s0x882b15602260487b:0xc61185ec052aad83!8m2!3d43.7173721!4d-79.828584!16s%2Fg%2F11rgzlnpwn?authuser=0&hl=en&rclk=1
Mehak Sweets & Restaurant,3.3,87,https://www.google.com/maps/place/Mehak+Sweets+%26+Restaurant/data=!4m6!3m5!1s0x882b15ef276d29e5:0x12138b0a70bcf02b!8m2!3d43.7103113!4d-79.8158856!16s%2Fg%2F11flbd7dqq?authuser=0&hl=en&rclk=1
Platinum Tap & Grill,4.5,85,https://www.google.com/maps/place/Platinum+Tap+%26+Grill/data=!4m6!3m5!1s0x882b3e2569c07805:0xc3f400cff7833b1e!8m2!3d43.6816269!4d-79.7299427!16s%2Fg%2F11c4bh1sfq?authuser=0&hl=en&rclk=1
DELHI PALACE INDIAN CUISINE,4.9,62,https://www.google.com/maps/place/DELHI+PALACE+INDIAN+CUISINE/data=!4m6!3m5!1s0x89d36dfc047859b3:0x85a473a89ecdcfa!8m2!3d42.9804866!4d-78.8953668!16s%2Fg%2F11rkqrpsz4?authuser=0&hl=en&rclk=1
Dreamz Restaurant and Bar,4.0,43,https://www.google.com/maps/place/Dreamz+Restaurant+and+Bar/data=!4m6!3m5!1s0x882b3e0f26455ed9:0xeed301d8e751df00!8m2!3d43.7040685!4d-79.7256838!16s%2Fg%2F1tppslvf?authuser=0&hl=en&rclk=1
Dosa Eatery Brampton,3.8,30,https://www.google.com/maps/place/Dosa+Eatery+Brampton/data=!4m6!3m5!1s0x882b156e97e303d1:0x9e5d3ce8ba142574!8m2!3d43.692458!4d-79.7917602!16s%2Fg%2F11ngym4vh6?authuser=0&hl=en&rclk=1
Shahi Tadka Indian Restaurant,4.1,22,https://www.google.com/maps/place/Shahi+Tadka+Indian+Restaurant/data=!4m6!3m5!1s0x882b3ff8890d0869:0xa2602006ad2b2b6e!8m2!3d43.7009215!4d-79.6625442!16s%2Fg%2F11sh790zhl?authuser=0&hl=en&rclk=1
Patto Sweets North,4.9,17,https://www.google.com/maps/place/Patto+Sweets+North/data=!4m6!3m5!1s0x882b17e06c9704ef:0x5d4ef95bf8468bd5!8m2!3d43.7203762!4d-79.7820243!16s%2Fg%2F11rbf4nll6?authuser=0&hl=en&rclk=1
Varalakshimi Catering,4.2,13,https://www.google.com/maps/place/Varalakshimi+Catering/data=!4m6!3m5!1s0x882b15f37313a5c5:0xabc65a45e3604768!8m2!3d43.6868796!4d-79.8071735!16s%2Fg%2F11ptq29t71?authuser=0&hl=en&rclk=1
Hearty Meals Catering Services,4.7,13,https://www.google.com/maps/place/Hearty+Meals+Catering+Services/data=!4m6!3m5!1s0x882b15104953d9e7:0xe36062fa28d47f03!8m2!3d43.7060841!4d-79.8173083!16s%2Fg%2F11h_ybzvk6?authuser=0&hl=en&rclk=1
The Yellow Chilli,3.3,10,https://www.google.com/maps/place/The+Yellow+Chilli/data=!4m6!3m5!1s0x882b150852339f6b:0x27e09b950e8444e0!8m2!3d43.6931183!4d-79.7683796!16s%2Fg%2F11gy56vmt_?authuser=0&hl=en&rclk=1
Desi Hut,5.0,8,https://www.google.com/maps/place/Desi+Hut/data=!4m6!3m5!1s0x882b3d97544bc41f:0x68ed3197e602ee45!8m2!3d43.758463!4d-79.692261!16s%2Fg%2F11q4gj_spl?authuser=0&hl=en&rclk=1
Apna Tandoor,2.0,4,https://www.google.com/maps/place/Apna+Tandoor/data=!4m6!3m5!1s0x882b3d0103c55555:0xd64ecaa208b73c7a!8m2!3d43.7472622!4d-79.6983103!16s%2Fg%2F11rkdt_z_1?authuser=0&hl=en&rclk=1
Asian Palace Restaurant,4.5,4,https://www.google.com/maps/place/Asian+Palace+Restaurant/data=!4m6!3m5!1s0x882b3fd03e33920f:0xaec209a3c1069fe8!8m2!3d43.6629942!4d-79.7302164!16s%2Fg%2F1hm635hs_?authuser=0&hl=en&rclk=1
